cmnh2vd1w00c7k908iv6bqx92	A1.1b: Elaboración de planes estratégicos para transferencia tecnológica y difusión	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	1	\N	t	f	\N	\N	2026-04-02 06:12:31.316	2026-04-02 06:12:31.316	\N
cmnh2vd1y00c9k908jg2cx5az	A1.1c: Evento de lanzamiento del proyecto y seminario de sensibilización	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	2	\N	t	f	\N	\N	2026-04-02 06:12:31.318	2026-04-02 06:12:31.318	\N
cmnh2vd2000cbk908fbmlc2wm	A1.1d: Creación del espacio de hospedaje de las guias	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	3	\N	t	f	\N	\N	2026-04-02 06:12:31.321	2026-04-02 06:12:31.321	\N
cmnh2vd2300cdk9081ab8ifxo	A2.1a: Desarrollo de materiales de capacitación sobre modelos de negocios sostenibles	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	4	\N	t	f	\N	\N	2026-04-02 06:12:31.323	2026-04-02 06:12:31.323	\N
cmnh2vd2500cfk908ekbpa1u8	A2.1b: Realización de talleres y capacitaciones para las Mipymes rurales sobre gestión empresarial sostenible	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	5	\N	t	f	\N	\N	2026-04-02 06:12:31.326	2026-04-02 06:12:31.326	\N
cmnh2vd2800chk908k2tamwss	A2.1c: Elaboración de una guía práctica para mejorar la eficiencia productiva agrícola	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	6	\N	t	f	\N	\N	2026-04-02 06:12:31.328	2026-04-02 06:12:31.328	\N
cmnh2vd2a00cjk90878850k16	A2.1d: Implementación de técnicas y tecnologías modernas en la producción agrícola	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	7	\N	t	f	\N	\N	2026-04-02 06:12:31.33	2026-04-02 06:12:31.33	\N
cmnh2vd2c00clk908dwxgsoaa	A2.1e: Creación de una guía para la comercialización digital de los productos de las agroindustrias comunitarias	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	8	\N	t	f	\N	\N	2026-04-02 06:12:31.333	2026-04-02 06:12:31.333	\N
cmnh2vd2f00cnk908teq578yc	A2.1f: Implementación de estrategias de marketing digital y uso de plataformas de comercio electrónico para promocionar y vender los productos	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	9	\N	t	f	\N	\N	2026-04-02 06:12:31.335	2026-04-02 06:12:31.335	\N
cmnh2vd2h00cpk908t2cobq5g	A3.1a: Elaboración de una guía de digitalización en la gestión empresarial para las Mipymes rurales	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	10	\N	t	f	\N	\N	2026-04-02 06:12:31.337	2026-04-02 06:12:31.337	\N
cmnh2vd2j00crk908colstwhf	A3.1b: Implementación de herramientas tecnológicas en las empresas para mejorar la eficiencia operativa y la gestión empresarial	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	11	\N	t	f	\N	\N	2026-04-02 06:12:31.34	2026-04-02 06:12:31.34	\N
cmnh2vd2m00ctk9088hnzj43t	A4.1a: Creación de una guía detallada sobre la estructuración de industrias innovadoras	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	12	\N	t	f	\N	\N	2026-04-02 06:12:31.342	2026-04-02 06:12:31.342	\N
cmnh2vd2o00cvk908r55556bk	A4.1b: Desarrollo de estrategias de diversificación de productos y adaptación a las demandas del mercado	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	13	\N	t	f	\N	\N	2026-04-02 06:12:31.345	2026-04-02 06:12:31.345	\N
cmnh2vd2q00cxk9086z3gzh3k	A4.1c: Taller transferencia para instituciones públicas y privadas de la Región	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	14	\N	t	f	\N	\N	2026-04-02 06:12:31.347	2026-04-02 06:12:31.347	\N
cmnh2vd2t00czk90864hw98zf	A4.1d: Diseño y desarrollo de prototipos de envases y packs sustentables para los productos de las agroindustrias comunitarias	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	15	\N	t	f	\N	\N	2026-04-02 06:12:31.349	2026-04-02 06:12:31.349	\N
cmnh2vd2v00d1k9086b1v26j0	A4.1e: Evaluación de la viabilidad técnica y económica de los envases y packs sustentables	\N	cmnh2vczk00ack908qnv5kdsb	cmnfot2k30001rwp6lv8q69bx	\N	cmnforku00000rwp6fh8z4k4j	\N	TODO	MEDIUM	\N	\N	\N	\N	16	\N	t	f	\N	\N	2026-04-02 06:12:31.351	2026-04-02 06:12:31.351	\N
\.


