cmnh1skag009dk9085msxb7yh	cmnh1sk3c003tk908gigp09oy	travel	International Lodging	day	50	100	5000	Covers accommodation for the two international technicians during the 5 planned missions. Each mission is scheduled for a duration of 5 days per technician, totaling 10 days of lodging per quarter. This ensures the team is based near the Los Santos region to maximize field time with the MSMEs, facilitating intensive training workshops and on-site technical support. $100 per day x 50 days = $5,000. Fully funded by the project.	federal	\N	\N	10	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009uk908re10rslp	cmnh1sk3c003tk908gigp09oy	other_direct	Food for participants in training and events(Participant Meals)	unit	200	7	1400	Provision of meals and refreshments for beneficiaries during long-duration training sessions and project activities.Provision of 200 meals (coffee breaks, lunches, etc.) during collective training sessions and project activities. $7 per meal x 200 = $1,400. Fully funded by the project.	federal	\N	\N	27	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009ek9083c442wob	cmnh1sk3c003tk908gigp09oy	travel	Meals & Incidentals (Per Diem)	day	50	50	2500	Provides for the daily meal expenses of the two international technicians during their field missions in Costa Rica. The rate is calculated based on standard local costs for the region, ensuring the staff can maintain a full-time presence in the field during the execution of training, diagnostic assessments, and the operational launch of the shared processing unit. $50 per day x 50 days = $2,500. Fully funded by the project.	federal	\N	\N	11	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009fk908gjk4b5s7	cmnh1sk3c003tk908gigp09oy	travel	Airport Transfer/taxi (C.1.5)	trip	18	30	540	Provides for the daily meal expenses of the two international technicians during their field missions in Costa Rica. The rate is calculated based on standard local costs for the region, ensuring the staff can maintain a full-time presence in the field during the execution of training, diagnostic assessments, and the operational launch of the shared processing unit. $30 per trip x 18 days = $540. Fully funded by the project.	federal	\N	\N	12	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009gk908amb46smi	cmnh1sk3c003tk908gigp09oy	travel	Car rental	day	49	35	1715	Budgeted for the rental of automatic cars for 49 days, including insurance and associated fees. This rental is essential to facilitate the mobility of the project team during fieldwork, including visits to MSMEs, on-site technical assistance, and collective training sessions. Reliable transportation ensures timely and effective implementation of project activities. $35 per day x 49 days = $1,715. Fully funded by the project.	federal	\N	\N	13	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009hk908mmrunlno	cmnh1sk3c003tk908gigp09oy	travel	Fuel (gasoline)	liter	250	1.1	275	Estimated consumption of 250 liters of gasoline to cover approximately 2500 kilometers of travel during field activities. Fuel is necessary to support transportation for technical assistance, monitoring, and capacity-building activities at MSME locations. $1.10 per liter x 250 liters = $275. Fully funded by the project.	federal	\N	\N	14	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009ik908dlnci0zs	cmnh1sk3c003tk908gigp09oy	supplies	Computer (laptop)	equipment	1	800	800	One unit of computer equipment is budgeted at $800. This computer will serve as the central hub for managing digital systems, data collection, and process control within the maquila/bio-refinery. It will run software applications, integrate data from sensors and scales, and support administrative and operational tasks. Fully funded by the project.	federal	\N	\N	15	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009jk9081lymv97z	cmnh1sk3c003tk908gigp09oy	supplies	Industrial scale with digital output	equipment	1	1500	1500	One unit of industrial scale with digital connectivity (RS-232 or USB) is budgeted at $1,500. This scale ensures precise weighing of raw materials and finished products, supporting traceability, inventory management, and quality control in the maquila. Fully funded by the project.	federal	\N	\N	16	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009kk908mhkvahhc	cmnh1sk3c003tk908gigp09oy	supplies	Digital portioning scales	equipment	1	600	600	One unit of digital portioning scale is budgeted at $600. This scale is used for precise portion control during product preparation and packaging. Its digital output facilitates data recording and integration with inventory and quality systems. Fully funded by the project.	federal	\N	\N	17	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009lk9082e8ba981	cmnh1sk3c003tk908gigp09oy	supplies	Basic agricultural IoT monitoring kit	kit	10	300	3000	Four plug-and-play kits equipped with sensors for temperature, humidity, soil moisture, and irrigation monitoring. These kits enable real-time data collection to optimize agricultural production, improve resource use efficiency, and support decision-making for MSMEs. Cost: $300 per kit x 10 = $3,000. Fully funded by the project.	federal	\N	\N	18	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009mk908ro40txz3	cmnh1sk3c003tk908gigp09oy	supplies	Solar dehydrators	equipment	1	1500	1500	One unit of solar dehydrator is budgeted at $1,500. This locally designed and built equipment uses renewable energy to dry agricultural products, reducing energy costs and preserving product quality. Fully funded by the project.	federal	\N	\N	19	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009nk908fki4f15q	cmnh1sk3c003tk908gigp09oy	supplies	Stainless steel pots and containers	equipment	10	100	1000	Four units used for fermentation, cooking, and food preparation processes in the maquila. Stainless steel ensures sanitary conditions and durability. Cost: $100 each x 10 = $400. Fully funded by the project.	federal	\N	\N	20	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009ok9088b6oej9j	cmnh1sk3c003tk908gigp09oy	supplies	Kitchen utensils (spoons, spatulas, knives, strainers)	set	1	100	100	A set of basic utensils including spoons, spatulas, knives, and strainers to support artisanal food processing activities. Cost: $100. Fully funded by the project.	federal	\N	\N	21	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009pk908hie5qhmp	cmnh1sk3c003tk908gigp09oy	supplies	Basic packaging and sealing equipment	equipment	1	250	250	Manual sealing equipment and materials to package products securely and professionally, ensuring product preservation and market readiness. Cost: $250. Fully funded by the project.	federal	\N	\N	22	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009qk908fb8o0nk7	cmnh1sk3c003tk908gigp09oy	supplies	Basic drip irrigation system	kit	1	400	400	A water-efficient irrigation kit to support sustainable agricultural practices, reducing water consumption and improving crop yields. Cost: $400. Fully funded by the project.	federal	\N	\N	23	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009rk90890oxt40l	cmnh1sk3c003tk908gigp09oy	supplies	Electricity and water consumption meters	kit	10	100	1000	Ten units to monitor energy and water use in production and processing, enabling better resource management and cost control. Cost: $100 each x 10 = $1,000. Fully funded by the project.	federal	\N	\N	24	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009sk90831esm222	cmnh1sk3c003tk908gigp09oy	other_direct	Packaging printing	batch	1	1000	1000	This allocation covers the initial production batch of professional packaging materials for the rural MSMEs’ product portfolio. The objective is to standardize visual identity and meet the quality presentation standards required for commercial entry into the United States market. This investment is critical for the project’s pilot marketing phase, ensuring that the local products are competitive and 'retail-ready' for international commercial networks. $1,000. Fully funded by the project.	federal	\N	\N	25	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh1skag009tk908tbo6slf3	cmnh1sk3c003tk908gigp09oy	other_direct	Printing and purchasing training support materials	lump_sum	1	100	100	The unit is set as a Lump Sum to provide necessary flexibility for the production of diverse training materials (e.g., handbooks, guides, and visual aids) across multiple sessions. This allocation covers design, printing, and procurement of supplies tailored to the specific technical needs of each rural MSME training module as they are developed. $100. Fully funded by the project.	federal	\N	\N	26	t	2026-04-02 05:42:21.113	2026-04-02 05:42:21.113
cmnh2xbhw00d4k908exxd1g4y	cmnh2vczk00ack908qnv5kdsb	travel	Primeros Viajes	Viaje	1	7000	7000	Se agrupó todos los viajes hechos inicialmente teniendo en cuenta que fueron gestionados desde NBC/PUCV	federal	\N	\N	0	t	2026-04-02 06:14:02.612	2026-04-02 17:25:27.332
cmnhrf1oc0005l208cwk9v45b	cmnh2vczk00ack908qnv5kdsb	travel	Hospedaje Pica - Misión 04/26	Night	3	52.72	158.16	Tres habitaciones de hotel en Pica para misión realizada en abril de 2024: Tiago, Pablo y Nicolás.	federal	\N	\N	1	t	2026-04-02 17:39:40.476	2026-04-02 17:39:40.476
\.


